OLD Block Name,Combined Shape Name,Converted On,Status,NOTES
SZDecoabandonedPickupTruck01DoorOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01DoorPink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01DoorPurple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01DoorRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01DoorWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01DoorYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorBrown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorGrey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorPink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorPurple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01DoorYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Grey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Grey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedPickupTruck3Wide01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Grey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Grey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSUV3Wide01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsBrown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsGrey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsPink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsPurple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01DoorsYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Grey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsBrown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsGrey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsPink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsPurple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01DoorsYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Grey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoabandonedSUV3Wide01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecobusCityTraderOnly,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBusCity,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBusSchool,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBusSchoolShort,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBusShuttle,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntAmbulanceTruck01,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntFireTruck01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntFireTruck01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntFireTruck01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntFireTruck01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntPoliceCar01,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntArmyTruckClosed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntArmyTruckOpen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckBlack,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckBrown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckGrey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckPink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckPurple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntBoxTruckYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecotractorBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecotractorGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecotractorRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecotractorWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntFarmTruckClosed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntFarmTruckOpen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforkliftBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforkliftGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforkliftOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforkliftRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforkliftWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforkliftYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforklift2Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforklift2Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforklift2Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforklift2Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforklift2White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoforklift2Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontBrown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontPink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontPurple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntSemiTruck01ModularFrontYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckMoPower,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckWorkingStiffTools,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckBlack,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckBrown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckGrey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckPink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckPurple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntServiceTruckYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecobackhoeBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecobackhoeGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecobackhoeGrey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecobackhoeOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecobackhoeRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecobackhoeWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecobackhoeYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorClawBlue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorClawGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorClawGrey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorClawOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorClawRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorClawWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorClawYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorGreen,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorGrey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorOrange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorRed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorWhite,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecoexcavatorYellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Black,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Grey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars01Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Black,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Blue,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Brown,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Green,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Grey,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Orange,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Pink,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Purple,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Red,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02White,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocrushedCars02Yellow,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntCommercialCoolerEmpty,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntCommercialCoolerFull,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntWoodenChestRottenClosed,air,Alpha.21.0.281,Replaced,Exploit Prevention
SZDecocntWoodenChestRottenOpen,air,Alpha.21.0.281,Replaced,Exploit Prevention
